time 	 clk 	 step 	 eps 	 q
1380	 1 	 10001010 	 10100111010110110010010011011010 	 0000000000000000000000000000000000000000000000000000000000000000
1385	 0 	 10001010 	 10100111010110110010010011011010 	 0000000000000000000000000000000000000000000000000000000000000000
1390	 1 	 10001011 	 00000011010110100101101001011010 	 0000000000000000000000000000000000000000000000000000000000000000
1395	 0 	 10001011 	 00000011010110100101101001011010 	 0000000000000000000000000000000000000000000000000000000000000000
1400	 1 	 10001100 	 00000011010110100101101001011010 	 0000000000000000000000000000000000000000000000000000000000000000
1405	 0 	 10001100 	 00000011010110100101101001011010 	 0000000000000000000000000000000000000000000000000000000000000000
1410	 1 	 10001101 	 01101110001001111111111111111011 	 0000000000000000000000000000000000000000000000000000000000000000
1415	 0 	 10001101 	 01101110001001111111111111111011 	 0000000000000000000000000000000000000000000000000000000000000000
1420	 1 	 10001110 	 01101110001001111111111111111011 	 0000000000000000000000000000000000000000000000000000000000000000
1425	 0 	 10001110 	 01101110001001111111111111111011 	 0000000000000000000000000000000000000000000000000000000000000000
1430	 1 	 10001111 	 01101011011011100000000000010010 	 0000000000000000000000000000000000000000000000000000000000000000
1435	 0 	 10001111 	 01101011011011100000000000010010 	 0000000000000000000000000000000000000000000000000000000000000000
1440	 1 	 10010000 	 01101011011011100000000000010010 	 0000000000000000000000000000000000000000000000000000000000000000
1445	 0 	 10010000 	 01101011011011100000000000010010 	 0000000000000000000000000000000000000000000000000000000000000000
1450	 1 	 10010001 	 00010100100000111000000001001000 	 0000000000000000000000000000000000000000000000000000000000000000
1455	 0 	 10010001 	 00010100100000111000000001001000 	 0000000000000000000000000000000000000000000000000000000000000000
1460	 1 	 10010010 	 00010100100000111000000001001000 	 0000000000000000000000000000000000000000000000000000000000000000
1465	 0 	 10010010 	 00010100100000111000000001001000 	 0000000000000000000000000000000000000000000000000000000000000000
1470	 1 	 10010011 	 10110100101101101110000100110101 	 0000000000000000000000000000000000000000000000000000000000000000
1475	 0 	 10010011 	 10110100101101101110000100110101 	 0000000000000000000000000000000000000000000000000000000000000000
1480	 1 	 10010100 	 10110100101101101110000100110101 	 0000000000000000000000000000000000000000000000000000000000000000
1485	 0 	 10010100 	 10110100101101101110000100110101 	 0000000000000000000000000000000000000000000000000000000000000000
1490	 1 	 10010101 	 00100011100011100011110010011010 	 0000000000000000000000000000000000000000000000000000000000000000
1495	 0 	 10010101 	 00100011100011100011110010011010 	 0000000000000000000000000000000000000000000000000000000000000000
1500	 1 	 10010110 	 00100011100011100011110010011010 	 0000000000000000000000000000000000000000000000000000000000000000
1505	 0 	 10010110 	 00100011100011100011110010011010 	 0000000000000000000000000000000000000000000000000000000000000000
1510	 1 	 10010111 	 00111001001110110111110101001010 	 0000000000000000000000000000000000000000000000000000000000000000
1515	 0 	 10010111 	 00111001001110110111110101001010 	 0000000000000000000000000000000000000000000000000000000000000000
1520	 1 	 10011000 	 00111001001110110111110101001010 	 0000000000000000000000000000000000000000000000000000000000000000
1525	 0 	 10011000 	 00111001001110110111110101001010 	 0000000000000000000000000000000000000000000000000000000000000000
1530	 1 	 10011001 	 00011101001110110010101001111111 	 0000000000000000000000000000000000000000000000000000000000000000
1535	 0 	 10011001 	 00011101001110110010101001111111 	 0000000000000000000000000000000000000000000000000000000000000000
1540	 1 	 10011010 	 00011101001110110010101001111111 	 0000000000000000000000000000000000000000000000000000000000000000
1545	 0 	 10011010 	 00011101001110110010101001111111 	 0000000000000000000000000000000000000000000000000000000000000000
1550	 1 	 10011011 	 10110011110110100110001101100010 	 0000000000000000000000000000000000000000000000000000000000000000
1555	 0 	 10011011 	 10110011110110100110001101100010 	 0000000000000000000000000000000000000000000000000000000000000000
1560	 1 	 10011100 	 10110011110110100110001101100010 	 0000000000000000000000000000000000000000000000000000000000000000
1565	 0 	 10011100 	 10110011110110100110001101100010 	 0000000000000000000000000000000000000000000000000000000000000000
1570	 1 	 10011101 	 10010100011111110001010101010100 	 0000000000000000000000000000000000000000000000000000000000000000
1575	 0 	 10011101 	 10010100011111110001010101010100 	 0000000000000000000000000000000000000000000000000000000000000000
1580	 1 	 10011110 	 10010100011111110001010101010100 	 0000000000000000000000000000000000000000000000000000000000000000
1585	 0 	 10011110 	 10010100011111110001010101010100 	 0000000000000000000000000000000000000000000000000000000000000000
1590	 1 	 10011111 	 01010111011110111001000000000011 	 0000000000000000000000000000000000000000000000000000000000000000
1595	 0 	 10011111 	 01010111011110111001000000000011 	 0000000000000000000000000000000000000000000000000000000000000000
1600	 1 	 10100000 	 01010111011110111001000000000011 	 0000000000000000000000000000000000000000000000000000000000000000
1605	 0 	 10100000 	 01010111011110111001000000000011 	 0000000000000000000000000000000000000000000000000000000000000000
1610	 1 	 10100001 	 11010100010010001010010000001100 	 0000000000000000000000000000000000000000000000000000000000000000
1615	 0 	 10100001 	 11010100010010001010010000001100 	 0000000000000000000000000000000000000000000000000000000000000000
1620	 1 	 10100010 	 11010100010010001010010000001100 	 0000000000000000000000000000000000000000000000000000000000000000
1625	 0 	 10100010 	 11010100010010001010010000001100 	 0000000000000000000000000000000000000000000000000000000000000000
1630	 1 	 10100011 	 11011011110100001011100100110111 	 0000000000000000000000000000000000000000000000000000000000000000
1635	 0 	 10100011 	 11011011110100001011100100110111 	 0000000000000000000000000000000000000000000000000000000000000000
1640	 1 	 10100100 	 11011011110100001011100100110111 	 0000000000000000000000000000000000000000000000000000000000000000
1645	 0 	 10100100 	 11011011110100001011100100110111 	 0000000000000000000000000000000000000000000000000000000000000000
1650	 1 	 10100101 	 01101110001011101100101010010110 	 0000000000000000000000000000000000000000000000000000000000000000
1655	 0 	 10100101 	 01101110001011101100101010010110 	 0000000000000000000000000000000000000000000000000000000000000000
1660	 1 	 10100110 	 01101110001011101100101010010110 	 0000000000000000000000000000000000000000000000000000000000000000
1665	 0 	 10100110 	 01101110001011101100101010010110 	 0000000000000000000000000000000000000000000000000000000000000000
1670	 1 	 10100111 	 10101011010010001001100011111100 	 0000000000000000000000000000000000000000000000000000000000000000
1675	 0 	 10100111 	 10101011010010001001100011111100 	 0000000000000000000000000000000000000000000000000000000000000000
1680	 1 	 10101000 	 10101011010010001001100011111100 	 0000000000000000000000000000000000000000000000000000000000000000
1685	 0 	 10101000 	 10101011010010001001100011111100 	 0000000000000000000000000000000000000000000000000000000000000000
1690	 1 	 10101001 	 10100100000100000100010111001011 	 0000000000000000000000000000000000000000000000000000000000000000
1695	 0 	 10101001 	 10100100000100000100010111001011 	 0000000000000000000000000000000000000000000000000000000000000000
1700	 1 	 10101010 	 10100100000100000100010111001011 	 0000000000000000000000000000000000000000000000000000000000000000
1705	 0 	 10101010 	 10100100000100000100010111001011 	 0000000000000000000000000000000000000000000000000000000000000000
1710	 1 	 10101011 	 11010010110111010000011001011000 	 0000000000000000000000000000000000000000000000000000000000000000
1715	 0 	 10101011 	 11010010110111010000011001011000 	 0000000000000000000000000000000000000000000000000000000000000000
1720	 1 	 10101100 	 11010010110111010000011001011000 	 0000000000000000000000000000000000000000000000000000000000000000
1725	 0 	 10101100 	 11010010110111010000011001011000 	 0000000000000000000000000000000000000000000000000000000000000000
1730	 1 	 10101101 	 10101011101110110101100011110111 	 0000000000000000000000000000000000000000000000000000000000000000
1735	 0 	 10101101 	 10101011101110110101100011110111 	 0000000000000000000000000000000000000000000000000000000000000000
1740	 1 	 10101110 	 10101011101110110101100011110111 	 0000000000000000000000000000000000000000000000000000000000000000
1745	 0 	 10101110 	 10101011101110110101100011110111 	 0000000000000000000000000000000000000000000000000000000000000000
1750	 1 	 10101111 	 01100111111000111011010111100100 	 0000000000000000000000000000000000000000000000000000000000000000
1755	 0 	 10101111 	 01100111111000111011010111100100 	 0000000000000000000000000000000000000000000000000000000000000000
1760	 1 	 10110000 	 01100111111000111011010111100100 	 0000000000000000000000000000000000000000000000000000000000000000
1765	 0 	 10110000 	 01100111111000111011010111100100 	 0000000000000000000000000000000000000000000000000000000000000000
1770	 1 	 10110001 	 00101101111011100011101011101111 	 0000000000000000000000000000000000000000000000000000000000000000
1775	 0 	 10110001 	 00101101111011100011101011101111 	 0000000000000000000000000000000000000000000000000000000000000000
1780	 1 	 10110010 	 00101101111011100011101011101111 	 0000000000000000000000000000000000000000000000000000000000000000
1785	 0 	 10110010 	 00101101111011100011101011101111 	 0000000000000000000000000000000000000000000000000000000000000000
1790	 1 	 10110011 	 11110100101110110110010100000110 	 0000000000000000000000000000000000000000000000000000000000000000
1795	 0 	 10110011 	 11110100101110110110010100000110 	 0000000000000000000000000000000000000000000000000000000000000000
1800	 1 	 10110100 	 11110100101110110110010100000110 	 0000000000000000000000000000000000000000000000000000000000000000
1805	 0 	 10110100 	 11110100101110110110010100000110 	 0000000000000000000000000000000000000000000000000000000000000000
1810	 1 	 10110101 	 10010000001000110100110101011100 	 0000000000000000000000000000000000000000000000000000000000000000
1815	 0 	 10110101 	 10010000001000110100110101011100 	 0000000000000000000000000000000000000000000000000000000000000000
1820	 1 	 10110110 	 10010000001000110100110101011100 	 0000000000000000000000000000000000000000000000000000000000000000
1825	 0 	 10110110 	 10010000001000110100110101011100 	 0000000000000000000000000000000000000000000000000000000000000000
1830	 1 	 10110111 	 10001111000111011110011000100001 	 0000000000000000000000000000000000000000000000000000000000000000
1835	 0 	 10110111 	 10001111000111011110011000100001 	 0000000000000000000000000000000000000000000000000000000000000000
1840	 1 	 10111000 	 10001111000111011110011000100001 	 0000000000000000000000000000000000000000000000000000000000000000
1845	 0 	 10111000 	 10001111000111011110011000100001 	 0000000000000000000000000000000000000000000000000000000000000000
1850	 1 	 10111001 	 10010111110010001110000100001101 	 0000000000000000000000000000000000000000000000000000000000000000
1855	 0 	 10111001 	 10010111110010001110000100001101 	 0000000000000000000000000000000000000000000000000000000000000000
1860	 1 	 10111010 	 10010111110010001110000100001101 	 0000000000000000000000000000000000000000000000000000000000000000
1865	 0 	 10111010 	 10010111110010001110000100001101 	 0000000000000000000000000000000000000000000000000000000000000000
